id,name,old_logo_url
14c50974-d81b-4882-bce9-186fb607cbce,알라딘,"https://www.aladin.co.kr/apple-touch-icon.png"
93217b92-7909-45fd-b613-0ad733ee78bb,앙블랑,"https://www.enblanc.co.kr/apple-touch-icon.png"
647c1029-705a-40ab-aa0f-3a75b0697e1e,애플코리아,"https://www.apple.com/apple-touch-icon.png"
41c7aa52-5749-46e4-be30-09e89a60ae2d,업비트,"https://upbit.com/apple-touch-icon.png"
009e22bc-bea8-4a45-8e2e-907a35ceb3dc,에듀윌,"https://img.eduwill.net/Img2/Common/favicon/favicon-152x152.png"
6fae02b5-c9bd-4aaa-8544-778858f17305,에버랜드,"https://www.everland.com/apple-touch-icon.png"
335c3ecc-b96a-4aaa-82a0-7a6519a3916b,에어비앤비,"https://a0.muscache.com/airbnb/static/icons/apple-touch-icon-180x180-bcbe0e3960cd084eb8eaf1353cf3c730.png"
bcab3429-b833-47b8-8e4a-73ab7598af7c,에이스침대,"https://www.acebed.com/apple-touch-icon.png"
c18c8318-9216-4e6b-9679-7c51f62e41fa,옥션,"https://pics.auction.co.kr/common/static/apple-touch-icon-180x180.png"
59592b1f-7933-4f0f-b9a4-8026af6e0256,올리브영,"https://static.oliveyoung.co.kr/pc-static-root/image/comm/h1_logo.png?ver=2"
1c1df66c-e943-4eb3-87b2-1ab06cee13fe,요기요,"https://www.yogiyo.co.kr/mobile/image/app_144x144.png"
f1881605-fa65-40da-aa22-122a369c513c,웨이브,"https://www.wavve.com/apple-touch-icon.png"
c66413ef-4c5b-4c15-8b95-27daf102a49a,웨이크메이크,"https://static.oliveyoung.co.kr/pc-static-root/image/comm/h1_logo.png?ver=2"
5b203fba-a58b-4ed5-b5f4-16e4f5071ff4,위니아,"https://www.winia.com/apple-touch-icon.png"
a24f5be0-39b0-4322-a37d-be0e962e017c,유니클로코리아,"https://asset.uniqlo.com/logotypes/uniqlo_roman_180.png"
ebff4062-3e07-4955-bd16-35989cac287b,유팡,"https://news.nateimg.co.kr/orgImg/sp/2023/01/18/20230118111132_u.png"
d866167a-b906-49f9-8f47-3426736639bd,유한킴벌리,"https://www.yuhan-kimberly.co.kr/images/common/icon57.png"
08d96242-db05-4d7b-b97f-278cee96e75e,이나바 챠오츄르,"https://www.inaba-petfood.co.jp/apple-touch-icon.png"
638facb9-76c8-434c-be24-8dc54e169f7b,이디야,"https://www.ediya.com/images/common/bottom_logo.png"
c0a26edf-2e8d-4ab6-8d1a-ab3140ed65b1,일룸,"https://www.iloom.com/img/front/gnb/gnb_logo.png"
7555482a-b1f9-4716-937d-fe79b6261b28,일리윤,"https://www.illiyoon.com/web/upload/favicon/apple-icon-57x57.png"
592ecc02-4474-40f8-8a46-e89f5d82346b,입생로랑 뷰티,"https://www.yslbeautykr.com/on/demandware.static/Sites-ysl-kr-ng-Site/-/default/dwb1697187/images/app/homescreen192.png"
afe05945-45b8-4428-b490-0b2aa9736365,잇츠스킨,"https://www.itsskin.com/apple-touch-icon.png"
250a9ceb-118b-4a3d-80fe-322f086847e0,전자랜드,"https://www.etlandmall.co.kr/nas/cdn/design/renewal2023/images/2024/logo.png"
22d9609a-e256-4b51-b7fb-88ee05da8fa1,정관장,"https://www.kgc.co.kr/_resources/images/common/apple-touch-icon.png"
bf5d3fd1-a228-45ac-965b-84af677b1ab9,제주항공,"https://www.jejuair.net/apple-touch-icon.png"
e7485951-23df-4568-b9a6-802fdcca439e,종근당건강,"https://www.ckdhc.com/index/images/logo.png?ver=20260215"
0c4231b6-2053-4b4c-94e4-c4082b1c3c66,지그재그,"https://www.zigzag.kr/apple-touch-icon.png"
0f3d35f6-ff5f-42af-9e22-f4a62b1cd58c,지누스,"https://www.zinus.co.kr/apple-touch-icon.png"
633449d3-1c07-4151-a1ed-afc935202f21,지니뮤직,"https://www.genie.co.kr/apple-touch-icon.png"
a8988d6d-75ac-4c44-a0e7-1e58b96aa193,지오다노,"https://www.giordano.co.kr/apple-touch-icon.png"
3625a229-6da8-4191-ad8d-f7b63f5bf123,컬러그램,"https://static.oliveyoung.co.kr/pc-static-root/image/comm/h1_logo.png?ver=2"
5ad93b13-b5dd-4ef4-b93e-875c3785c460,컴퓨존,"https://www.compuzone.co.kr/apple-touch-icon.png"
8e22825c-7308-4bd9-b37d-0d7f95502fc3,쿠팡플레이,"https://www.coupangplay.com/apple-touch-icon.png"
3064f364-843a-4877-9a76-2d35285ded1b,클룩,"https://www.klook.com/apple-touch-icon.png"
21a2623e-9706-4a8f-ac5b-d1127895c195,클리오,"https://www.clubclio.co.kr/data/mall_data/images/favicon_180.png"
9851801b-fb73-4233-9043-2a93e2791426,템퍼,"https://www.tempur.com/on/demandware.static/Sites-tem_base-Site/-/default/dw9cc10014/images/favicons/apple-touch-icon.png"
ccfdcfcf-5cee-4b65-a3a8-a457a3d1d7e8,토리든,"https://www.torriden.com/apple-touch-icon.png"
d448a064-f7e1-4f15-8593-17e1ed69bd44,토스,"https://static.toss.im/tds/favicon/apple-touch-icon-152x152.png"
6459f962-e0e5-4b58-85a9-031895e88ccb,풀무원,"https://www.pulmuone.co.kr/pulmuone/images/common/ft_logo.gif"
0be2f389-cb0c-498d-96fe-689a35e1ac62,한국타이어,"https://www.hankooktire.com/etc.clientlibs/hankooktire/clientlibs/clientlib-base/resources/favicon/apple-touch-icon.png"
69b2d740-2c95-4829-a084-212078203d79,한율,"https://www.hanyul.com/kr/ko/resource/img/touch-icon152.png"
90168ae9-378f-4819-ad8c-3adbdb9bd8dc,한화손해보험,"https://www.hwgeneralins.com/apple-touch-icon.png"
be618014-f3d1-4aa2-ad18-cf51abd6a0c0,홀리카홀리카,"https://www.holikaholika.co.kr/shopimages/enprani/mobile_web_icon.png"
b767248d-2abb-4234-89c9-13bcdfc9a167,휴테크,"https://i-hutech.com/data/skin/front/moment/htcs/images/favicon/apple-icon-180x180.png?ts=1701222598"
